soil_type,rainfall,temperature,humidity,crop
Clay loam,2996.6,27.2,56.0,Cotton
Clay loam,2996.6,27.2,54.0,Cotton
Alluvial,3522.8,27.1,58.0,Cotton
Alluvial,3522.8,27.1,58.0,Cashew
Alluvial,3522.8,27.1,59.0,Cashew
Alluvial,3729.8,26.8,50.0,Cashew
Alluvial,3729.8,26.8,54.0,Cashew
Alluvial,3729.8,26.8,53.0,Coconut
Alluvial,2746.2,37.0,59.5,Coconut
Alluvial,2746.2,37.0,55.0,Coconut
Alluvial,2746.2,37.0,53.0,Coconut
Alluvial,3360.0,38.0,53.5,Coconut
Alluvial,3360.0,38.0,52.5,Coconut
Alluvial,3360.0,38.0,56.0,Coconut
Alluvial,3605.4,39.0,57.0,Coconut
Alluvial,3605.4,39.0,57.5,Coconut
Alluvial,3605.4,39.0,57.0,Coconut
Alluvial,3512.4,40.0,55.0,Coconut
Alluvial,3512.4,40.0,56.0,Coconut
Alluvial,3512.4,27.0,54.0,Coconut
Alluvial,3296.0,27.0,58.0,Coconut
Alluvial,3296.0,27.0,58.0,Coconut
Alluvial,3296.0,27.0,59.0,Coconut
Alluvial,3550.0,27.0,50.0,Ginger
Alluvial,3550.0,27.0,54.0,Ginger
Alluvial,3550.0,27.2,53.0,Ginger
Alluvial,3654.0,27.2,59.5,Ginger
Alluvial,3654.0,27.2,55.0,Ginger
Alluvial,3654.0,27.0,53.0,Ginger
Alluvial,233.0,27.0,53.5,Cotton
Alluvial,233.0,27.0,52.5,Cotton
Alluvial,233.0,27.0,56.0,Cotton
Alluvial,234.0,27.0,57.0,Cotton
Alluvial,234.0,27.0,57.5,Ginger
Alluvial,234.0,27.2,57.0,Ginger
Alluvial,3105.0,27.2,55.0,Ginger
Alluvial,3105.0,27.2,56.0,Ginger
Alluvial,3105.0,27.1,54.0,Ginger
Alluvial,236.0,27.1,57.0,Coconut
Alluvial,2903.1,27.1,57.5,Coconut
Alluvial,2903.1,26.8,57.0,Coconut
Alluvial,2903.1,26.8,55.0,Coconut
Alluvial,2996.6,26.8,56.0,Coconut
Alluvial,2996.6,37.0,54.0,Coconut
Alluvial,2996.6,37.0,58.0,Coconut
Alluvial,3522.8,37.0,58.0,Coconut
Alluvial,3522.8,38.0,59.0,Coconut
Alluvial,3522.8,38.0,50.0,Coconut
Alluvial,3729.8,38.0,54.0,Coconut
Alluvial,3729.8,39.0,53.0,Coconut
Alluvial,3729.8,39.0,52.0,Coconut
Alluvial,2746.2,39.0,51.0,Coconut
Sandy loam ,2746.2,40.0,57.0,Coconut
Sandy loam ,2746.2,40.0,57.0,Coconut
Sandy loam ,3360.0,40.0,60.0,Coconut
Sandy loam ,3360.0,41.0,57.0,Coconut
Sandy loam ,3360.0,41.0,57.0,Coconut
Sandy loam ,3605.4,41.0,54.0,Coconut
Sandy loam ,3605.4,42.0,54.5,Coconut
Sandy loam ,3605.4,42.0,56.6,Coconut
Sandy loam ,3512.4,42.0,55.5,Coconut
Sandy loam ,3512.4,43.0,58.5,Coconut
Sandy loam ,3512.4,43.0,59.5,Coconut
Sandy loam ,3296.0,27.0,55.0,Coconut
Sandy loam ,3296.0,27.0,53.0,Coconut
Sandy loam ,3296.0,27.0,53.5,Coconut
Sandy loam ,3550.0,27.0,52.5,Coconut
Sandy loam ,3550.0,27.0,56.0,Coconut
Sandy loam ,3550.0,27.0,57.0,Coconut
Sandy loam ,3654.0,27.2,57.5,Coconut
Sandy loam ,3654.0,27.2,57.0,Coconut
Sandy loam ,3654.0,27.2,55.0,Coconut
Sandy loam ,233.0,27.0,56.0,Coconut
Sandy loam ,233.0,27.0,54.0,Coconut
Sandy loam ,233.0,27.0,58.0,Coconut
Sandy loam ,234.0,27.0,58.0,Coconut
Sandy loam ,234.0,27.0,59.0,Coconut
Sandy loam ,234.0,27.0,50.0,Coconut
Sandy loam ,3105.0,27.2,54.0,Coconut
Sandy loam ,3105.0,27.2,53.0,Coconut
Sandy loam ,3105.0,27.2,52.0,Coconut
Sandy loam ,236.0,27.1,51.0,Coconut
Sandy loam ,236.0,27.1,57.0,Coconut
Sandy loam ,321.0,27.1,57.0,Coconut
Sandy loam ,3654.0,26.8,60.0,Coconut
Sandy loam ,323.0,26.8,57.0,Coconut
Sandy loam ,324.0,26.8,57.0,Coconut
Sandy loam ,3105.0,37.0,54.0,Coconut
Sandy loam ,326.0,37.0,54.5,Coconut
Sandy loam ,327.0,37.0,56.6,Coconut
Sandy loam ,328.0,38.0,55.5,Coconut
Sandy loam ,2903.1,38.0,58.5,Coconut
Sandy loam ,2903.1,38.0,59.5,Coconut
Sandy loam ,2903.1,39.0,55.0,Coconut
Sandy loam ,2996.6,39.0,53.0,Coconut
Sandy loam ,2996.6,39.0,53.5,Coconut
Sandy loam ,2996.6,40.0,52.5,Coconut
Sandy loam ,3522.8,40.0,56.0,Coconut
Sandy loam ,3522.8,40.0,57.0,Coconut
Sandy loam ,3522.8,41.0,57.5,Coconut
Sandy loam ,3729.8,41.0,57.0,Coconut
Sandy loam ,3729.8,41.0,55.0,Coconut
River basins,3729.8,42.0,56.0,Coconut
River basins,2746.2,42.0,54.0,Coconut
River basins,2746.2,42.0,58.0,Coconut
River basins,2746.2,43.0,58.0,Coconut
River basins,3360.0,27.0,59.0,Coconut
River basins,3360.0,27.0,50.0,Coconut
River basins,3360.0,27.0,54.0,Coconut
River basins,3605.4,27.0,53.0,Coconut
River basins,3605.4,27.0,52.0,Coconut
River basins,3605.4,27.0,51.0,Coconut
River basins,3512.4,27.2,57.0,Coconut
River basins,3512.4,27.2,57.0,Coconut
River basins,3512.4,27.2,60.0,Coconut
River basins,3296.0,27.0,57.0,Coconut
River basins,3296.0,27.0,57.0,Coconut
River basins,3296.0,27.0,54.0,Coconut
River basins,3550.0,27.0,54.5,Coconut
River basins,3550.0,27.0,56.6,Coconut
River basins,3550.0,27.0,55.5,Coconut
River basins,3654.0,27.2,58.5,Coconut
River basins,3654.0,27.2,59.5,Coconut
River basins,3654.0,27.2,55.0,Coconut
River basins,233.0,27.1,53.0,Coconut
River basins,233.0,27.1,53.5,Coconut
River basins,233.0,27.1,52.5,Coconut
River basins,234.0,26.8,56.0,Coconut
River basins,234.0,26.8,57.0,Coconut
River basins,234.0,26.8,57.5,Coconut
River basins,3105.0,37.0,57.0,Coconut
River basins,3105.0,37.0,55.0,Coconut
Alluvial,3105.0,37.0,56.0,Coconut
Alluvial,236.0,38.0,54.0,Coconut
Alluvial,236.0,38.0,58.0,Coconut
Alluvial,2903.1,38.0,58.0,Coconut
Alluvial,2903.1,39.0,59.0,Coconut
Alluvial,2903.1,39.0,50.0,Coconut
Alluvial,2996.6,39.0,54.0,Coconut
Alluvial,2996.6,40.0,53.0,Coconut
Alluvial,2996.6,40.0,52.0,Coconut
Alluvial,3522.8,40.0,51.0,Coconut
Alluvial,3522.8,41.0,57.0,Coconut
Alluvial,3522.8,41.0,57.0,Coconut
Alluvial,2903.1,41.0,60.0,Coconut
Alluvial,2903.1,42.0,57.0,Coconut
Alluvial,2903.1,42.0,57.0,Coconut
Alluvial,2996.6,42.0,54.0,Coconut
Alluvial,2996.6,43.0,54.5,Coconut
Alluvial,2996.6,43.0,56.6,Coconut
Alluvial,3522.8,128.0,55.5,Coconut
Alluvial,3522.8,129.0,58.5,Coconut
Alluvial,3522.8,130.0,59.5,Coconut
Alluvial,3729.8,131.0,55.0,Coconut
Alluvial,3729.8,132.0,53.0,Coconut
Alluvial,3729.8,133.0,53.5,Coconut
Alluvial,2746.2,134.0,52.5,Coconut
Alluvial,2746.2,135.0,56.0,Coconut
Alluvial,2746.2,136.0,57.0,Coconut
Alluvial,3360.0,137.0,57.5,Coconut
Alluvial,3360.0,138.0,57.0,Coconut
Alluvial,3360.0,139.0,55.0,Coconut
Loam,3605.4,140.0,56.0,Coconut
Loam,3605.4,141.0,54.0,Coconut
Loam,3605.4,142.0,58.0,Coconut
Loam,3512.4,143.0,58.0,Coconut
Loam,3512.4,144.0,59.0,Coconut
Loam,3512.4,27.0,50.0,Coconut
Loam,3296.0,27.0,54.0,Coconut
Loam,3296.0,27.0,53.0,Cocoa
Loam,3296.0,27.0,52.0,Cocoa
Loam,3550.0,27.0,51.0,Cocoa
Loam,3550.0,27.0,57.0,Cocoa
Loam,3550.0,27.2,57.0,Cocoa
Loam,3654.0,27.2,60.0,Cocoa
Loam,3654.0,27.2,57.0,Coffee
Loam,3654.0,27.0,57.0,Coffee
Loam,233.0,27.0,54.0,Coffee
Loam,233.0,27.0,54.5,Coffee
Loam,233.0,27.0,56.6,Coffee
Loam,234.0,27.0,55.5,Coffee
Loam,234.0,27.0,58.5,Coffee
Loam,234.0,27.2,59.5,Coffee
Loam,3105.0,27.2,55.0,Coffee
Loam,3105.0,27.2,53.0,Coffee
Loam,3105.0,27.1,53.5,Coffee
Loam,236.0,27.1,52.5,Coffee
Loam,236.0,27.1,56.0,Coffee
Loam,2903.1,26.8,57.0,Coffee
Loam,2903.1,26.8,57.5,Coffee
Loam,2903.1,26.8,57.0,Cardamum
Sandy loam ,2996.6,37.0,55.0,Cardamum
Sandy loam ,2996.6,37.0,56.0,Cardamum
Sandy loam ,2996.6,37.0,54.0,Cardamum
Sandy loam ,3522.8,38.0,58.0,Cardamum
Sandy loam ,3522.8,38.0,58.0,Cardamum
Clay loam,3522.8,38.0,59.0,Cardamum
Clay loam,2903.1,39.0,50.0,Cardamum
Clay loam,2903.1,39.0,54.0,Cardamum
Clay loam,2903.1,39.0,53.0,Cardamum
Clay loam,2996.6,40.0,52.0,Cardamum
Clay loam,2996.6,40.0,51.0,Cardamum
Laterite,2996.6,40.0,57.0,Cardamum
Laterite,3522.8,41.0,57.0,Cardamum
Laterite,3522.8,41.0,60.0,Cardamum
Laterite,3522.8,41.0,57.0,Pepper
Laterite,3729.8,42.0,57.0,Pepper
Laterite,3729.8,42.0,54.0,Pepper
Laterite,3729.8,42.0,54.5,Pepper
Laterite,2746.2,43.0,56.6,Pepper
Laterite,2746.2,43.0,55.5,Pepper
Laterite,2746.2,27.0,58.5,Pepper
Laterite,3360.0,27.0,59.5,Pepper
Laterite,3360.0,27.0,55.0,Pepper
Laterite,3360.0,27.0,53.0,Pepper
Laterite,3605.4,27.0,53.5,Pepper
Laterite,3605.4,27.0,52.5,Pepper
Laterite,3605.4,27.2,56.0,Pepper
Laterite,3512.4,27.2,57.0,Pepper
Laterite,3512.4,27.2,57.5,Pepper
Laterite,3512.4,27.0,57.0,Arecanut
Laterite,3296.0,27.0,55.0,Arecanut
Laterite,3296.0,27.0,56.0,Arecanut
Laterite,3296.0,27.0,54.0,Arecanut
Laterite,3550.0,27.0,58.0,Arecanut
Laterite,3550.0,27.0,58.0,Arecanut
Laterite,3550.0,27.2,59.0,Arecanut
Laterite,3654.0,27.2,50.0,Arecanut
Laterite,3654.0,27.2,54.0,Arecanut
Laterite,3654.0,27.1,53.0,Arecanut
Laterite,233.0,27.1,52.0,Arecanut
Laterite,233.0,27.1,51.0,Arecanut
Laterite,233.0,26.8,57.0,Arecanut
Laterite,234.0,26.8,57.0,Arecanut
Laterite,234.0,26.8,60.0,Arecanut
Laterite,234.0,37.0,57.0,Ginger
Laterite,3105.0,37.0,57.0,Ginger
Laterite,3105.0,37.0,54.0,Ginger
Laterite,3105.0,38.0,54.5,Ginger
Laterite,236.0,38.0,56.6,Ginger
Laterite,236.0,38.0,55.5,Ginger
Laterite,2903.1,39.0,58.5,Ginger
Laterite,2903.1,39.0,59.5,Ginger
Laterite,2903.1,39.0,55.0,Ginger
Laterite,2996.6,40.0,53.0,Ginger
Laterite,2996.6,40.0,53.5,Ginger
Laterite,2996.6,40.0,52.5,Ginger
Laterite,3522.8,41.0,56.0,Ginger
Laterite,3522.8,41.0,57.0,Ginger
Laterite,3522.8,41.0,57.5,Ginger
Laterite,2903.1,42.0,57.0,Tea
Sandy loam ,2903.1,42.0,55.0,Tea
Sandy loam ,2903.1,42.0,56.0,Tea
Sandy loam ,2996.6,43.0,54.0,Tea
Sandy loam ,2996.6,27.0,58.0,Tea
Sandy loam ,2996.6,27.0,58.0,Tea
Sandy loam ,3522.8,27.0,59.0,Tea
Sandy loam ,3522.8,27.0,50.0,Tea
Sandy loam ,3522.8,27.0,54.0,Tea
Sandy loam ,3729.8,27.0,53.0,Tea
Sandy loam ,3729.8,27.2,52.0,Tea
Sandy loam ,3729.8,27.2,51.0,Tea
Sandy loam ,2746.2,27.2,57.0,Tea
Sandy loam ,2746.2,27.0,57.0,Tea
Sandy loam ,2746.2,27.0,60.0,Tea
Sandy loam ,3360.0,27.0,57.0,Paddy
Sandy loam ,3360.0,27.0,57.0,Paddy
Sandy loam ,3360.0,27.0,54.0,Paddy
Sandy loam ,3605.4,27.0,54.5,Paddy
Sandy loam ,3605.4,27.2,56.6,Paddy
Sandy loam ,2903.1,27.2,55.5,Paddy
Sandy loam ,2903.1,27.2,58.5,Paddy
Sandy loam ,2903.1,27.1,59.5,Paddy
Sandy loam ,2996.6,27.1,55.0,Paddy
Sandy loam ,2996.6,27.1,53.0,Paddy
Sandy loam ,2996.6,26.8,53.5,Paddy
Sandy loam ,3522.8,26.8,52.5,Paddy
Sandy loam ,3522.8,26.8,56.0,Paddy
Sandy loam ,3522.8,37.0,57.0,Paddy
Sandy loam ,3729.8,37.0,57.5,Paddy
Sandy loam ,2903.1,37.0,57.0,Groundnut
Sandy loam ,2903.1,38.0,55.0,Groundnut
Sandy loam ,2903.1,38.0,56.0,Groundnut
Sandy loam ,2996.6,38.0,54.0,Groundnut
Sandy loam ,2996.6,39.0,58.0,Groundnut
Sandy loam ,2996.6,39.0,58.0,Groundnut
Sandy loam ,3522.8,39.0,59.0,Groundnut
Sandy loam ,3522.8,40.0,50.0,Groundnut
Sandy loam ,3522.8,40.0,54.0,Groundnut
Sandy loam ,3729.8,40.0,53.0,Groundnut
Sandy loam ,3729.8,41.0,52.0,Groundnut
Sandy loam ,3729.8,41.0,51.0,Groundnut
Sandy loam ,2746.2,41.0,57.0,Groundnut
Sandy loam ,2746.2,42.0,57.0,Groundnut
Sandy loam ,2746.2,42.0,60.0,Groundnut
Sandy loam ,3360.0,42.0,57.0,Blackgram
Sandy loam ,3360.0,43.0,57.0,Blackgram
Sandy loam ,3360.0,43.0,54.0,Blackgram
Sandy loam ,3605.4,128.0,54.5,Blackgram
Sandy loam ,3605.4,129.0,56.6,Blackgram
Sandy loam ,3605.4,130.0,55.5,Blackgram
Sandy loam ,3512.4,131.0,58.5,Blackgram
Black,3512.4,132.0,59.5,Blackgram
Black,3512.4,133.0,55.0,Blackgram
Black,3296.0,134.0,53.0,Blackgram
Black,3296.0,135.0,53.5,Blackgram
Black,3296.0,136.0,52.5,Blackgram
Black,3550.0,137.0,56.0,Blackgram
Black,3550.0,138.0,59.5,Blackgram
Black,3550.0,139.0,55.0,Blackgram
Black,3654.0,140.0,53.0,Cashew
Black,3654.0,141.0,53.5,Cashew
Black,3654.0,142.0,52.5,Cashew
Black,233.0,143.0,56.0,Cashew
Black,233.0,144.0,57.0,Cashew
Black,233.0,27.0,57.5,Cashew
Black,234.0,27.0,57.0,Cashew
Black,234.0,27.0,55.0,Cashew
Black,234.0,27.0,56.0,Cashew
Black,3105.0,27.0,54.0,Cashew
Black,3105.0,27.0,58.0,Cashew
Black,3105.0,27.2,58.0,Cashew
Black,236.0,27.2,59.0,Cashew
Black,236.0,27.2,50.0,Cashew
Black,2903.1,27.0,54.0,Cashew
Black,2903.1,27.0,53.0,Coconut
Black,2903.1,27.0,59.5,Coconut
Red,2996.6,27.0,55.0,Coconut
Red,2996.6,27.0,53.0,Coconut
Red,2996.6,27.0,53.5,Coconut
Red,3522.8,27.2,52.5,Coconut
Red,3522.8,27.2,56.0,Coconut
Red,3522.8,27.2,57.0,Coconut
Red,3729.8,27.1,57.5,Coconut
Red,3729.8,27.1,57.0,Coconut
Red,3729.8,27.1,55.0,Coconut
Red,2746.2,26.8,56.0,Coconut
Red,2746.2,26.8,54.0,Coconut
Red,2746.2,26.8,58.0,Coconut
Red,3360.0,37.0,58.0,Coconut
Red,3360.0,37.0,59.0,Coconut
Red,3360.0,37.0,50.0,Ginger
Red,3605.4,38.0,54.0,Ginger
Red,3605.4,38.0,53.0,Ginger
Red,3605.4,38.0,59.5,Ginger
Red,3512.4,39.0,55.0,Ginger
Red,3512.4,39.0,53.0,Ginger
Red,3512.4,39.0,53.5,Ginger
Red,3296.0,40.0,52.5,Ginger
Red,3296.0,40.0,56.0,Ginger
Red,3296.0,40.0,57.0,Ginger
Red,3550.0,41.0,57.5,Ginger
Alluvial,3550.0,41.0,57.0,Ginger
Alluvial,3550.0,41.0,55.0,Ginger
Alluvial,3654.0,42.0,56.0,Ginger
Alluvial,3654.0,42.0,54.0,Ginger
Alluvial,3654.0,42.0,57.0,Coconut
Alluvial,233.0,43.0,57.5,Coconut
Alluvial,233.0,43.0,57.0,Coconut
Alluvial,233.0,27.0,55.0,Coconut
Alluvial,234.0,27.0,56.0,Coconut
Alluvial,234.0,27.0,54.0,Coconut
Alluvial,234.0,27.0,58.0,Coconut
Alluvial,3105.0,27.0,58.0,Coconut
Alluvial,3105.0,27.0,59.0,Coconut
Alluvial,3105.0,27.2,50.0,Coconut
Alluvial,236.0,27.2,54.0,Coconut
Alluvial,2903.1,27.2,53.0,Coconut
Alluvial,2903.1,27.0,52.0,Coconut
Alluvial,2903.1,27.0,51.0,Coconut
Alluvial,2996.6,27.0,57.0,Coconut
Alluvial,2996.6,27.0,57.0,Coconut
Alluvial,2996.6,27.0,60.0,Coconut
Alluvial,3522.8,27.0,57.0,Coconut
Alluvial,3522.8,27.2,57.0,Coconut
Alluvial,3522.8,27.2,54.0,Coconut
Alluvial,3729.8,27.2,54.5,Coconut
Arid and Desert,3729.8,27.1,56.6,Coconut
Arid and Desert,3729.8,27.1,55.5,Coconut
Arid and Desert,2746.2,27.1,58.5,Coconut
Arid and Desert,2746.2,26.8,59.5,Coconut
Arid and Desert,2746.2,26.8,55.0,Coconut
Arid and Desert,3360.0,26.8,53.0,Coconut
Arid and Desert,3360.0,37.0,53.5,Coconut
Arid and Desert,3360.0,37.0,52.5,Coconut
Arid and Desert,3605.4,37.0,56.0,Coconut
Arid and Desert,3605.4,38.0,57.0,Coconut
Arid and Desert,3605.4,38.0,57.5,Coconut
Arid and Desert,3512.4,38.0,57.0,Coconut
Arid and Desert,3512.4,39.0,55.0,Coconut
Arid and Desert,3512.4,39.0,56.0,Coconut
Arid and Desert,3296.0,39.0,54.0,Coconut
Arid and Desert,3296.0,40.0,58.0,Coconut
Arid and Desert,3296.0,40.0,58.0,Coconut
Arid and Desert,3550.0,40.0,59.0,Coconut
Arid and Desert,3550.0,41.0,50.0,Coconut
Arid and Desert,3550.0,41.0,54.0,Coconut
Arid and Desert,3654.0,41.0,53.0,Coconut
Arid and Desert,3654.0,42.0,52.0,Coconut
Arid and Desert,3654.0,42.0,51.0,Coconut
Arid and Desert,233.0,42.0,57.0,Coconut
Arid and Desert,233.0,43.0,57.0,Coconut
Black,233.0,27.0,60.0,Coconut
Black,234.0,27.0,57.0,Coconut
Black,234.0,27.0,57.0,Coconut
Black,234.0,27.0,54.0,Coconut
Black,3105.0,27.0,54.5,Coconut
Black,3105.0,27.0,56.6,Coconut
Black,3105.0,27.2,55.5,Coconut
Black,236.0,27.2,58.5,Coconut
Black,236.0,27.2,59.5,Coconut
Black,321.0,27.0,55.0,Coconut
Black,3654.0,27.0,53.0,Coconut
Black,323.0,27.0,53.5,Coconut
Black,324.0,27.0,52.5,Coconut
Black,3105.0,27.0,56.0,Coconut
Black,326.0,27.0,57.0,Coconut
Black,327.0,27.2,57.5,Coconut
Black,328.0,27.2,57.0,Coconut
Black,2903.1,27.2,55.0,Coconut
Black,2903.1,27.1,56.0,Coconut
Black,2903.1,27.1,54.0,Coconut
Black,2996.6,27.1,58.0,Coconut
Black,2996.6,26.8,58.0,Coconut
Black,2996.6,26.8,59.0,Coconut
Black,3522.8,26.8,50.0,Coconut
Black,3522.8,37.0,54.0,Coconut
Red,3522.8,37.0,53.0,Coconut
Red,3729.8,37.0,52.0,Coconut
Red,3729.8,38.0,51.0,Coconut
Red,3729.8,38.0,57.0,Coconut
Red,2746.2,38.0,57.0,Coconut
Red,2746.2,39.0,60.0,Coconut
Red,2746.2,39.0,57.0,Coconut
Red,3360.0,39.0,57.0,Coconut
Red,3360.0,40.0,54.0,Coconut
Red,3360.0,40.0,54.5,Coconut
Red,3605.4,40.0,56.6,Coconut
Red,3605.4,41.0,55.5,Coconut
Red,3605.4,41.0,58.5,Coconut
Red,3512.4,41.0,59.5,Coconut
Red,3512.4,42.0,55.0,Coconut
Red,3512.4,42.0,53.0,Coconut
Red,3296.0,42.0,53.5,Coconut
Red,3296.0,43.0,52.5,Coconut
Red,3296.0,43.0,56.0,Coconut
Red,3550.0,128.0,57.0,Coconut
Red,3550.0,129.0,57.5,Coconut
Red,3550.0,130.0,57.0,Coconut
Red,3654.0,131.0,55.0,Coconut
Red,3654.0,132.0,56.0,Coconut
Red,3654.0,133.0,54.0,Coconut
Alluvial,233.0,134.0,58.0,Coconut
Alluvial,233.0,135.0,58.0,Coconut
Alluvial,233.0,136.0,59.0,Coconut
Alluvial,234.0,137.0,50.0,Coconut
Alluvial,234.0,138.0,54.0,Coconut
Alluvial,234.0,139.0,53.0,Coconut
Alluvial,3105.0,140.0,52.0,Coconut
Alluvial,3105.0,141.0,51.0,Coconut
Alluvial,3105.0,142.0,57.0,Coconut
Alluvial,236.0,143.0,57.0,Coconut
Alluvial,236.0,144.0,60.0,Coconut
Alluvial,2903.1,27.0,57.0,Coconut
Alluvial,2903.1,27.0,57.0,Coconut
Alluvial,2903.1,27.0,54.0,Coconut
Alluvial,2996.6,27.0,54.5,Coconut
Alluvial,2996.6,27.0,56.6,Coconut
Alluvial,2996.6,27.0,55.5,Coconut
Alluvial,3522.8,27.2,58.5,Coconut
Alluvial,3522.8,27.2,59.5,Coconut
Alluvial,3522.8,27.2,55.0,Coconut
Alluvial,2903.1,27.0,53.0,Coconut
Alluvial,2903.1,27.0,53.5,Coconut
Alluvial,2903.1,27.0,52.5,Coconut
Alluvial,2996.6,27.0,56.0,Coconut
Alluvial,2996.6,27.0,57.0,Coconut
Sandy loam ,2996.6,27.0,57.5,Coconut
Sandy loam ,3522.8,27.2,57.0,Coconut
Sandy loam ,3522.8,27.2,55.0,Coconut
Sandy loam ,3522.8,27.2,56.0,Coconut
Sandy loam ,3729.8,27.1,54.0,Coconut
Sandy loam ,3729.8,27.1,58.0,Coconut
Sandy loam ,3729.8,27.1,58.0,Coconut
Sandy loam ,2746.2,26.8,59.0,Coconut
Sandy loam ,2746.2,26.8,50.0,Coconut
Sandy loam ,2746.2,26.8,54.0,Coconut
Sandy loam ,3360.0,37.0,53.0,Cocoa
Sandy loam ,3360.0,37.0,52.0,Cocoa
Sandy loam ,3360.0,37.0,51.0,Cocoa
Sandy loam ,3605.4,38.0,57.0,Cocoa
Sandy loam ,3605.4,38.0,57.0,Cocoa
Sandy loam ,3605.4,38.0,60.0,Cocoa
Sandy loam ,3512.4,39.0,57.0,Coffee
Sandy loam ,3512.4,39.0,57.0,Coffee
Sandy loam ,3512.4,39.0,54.0,Coffee
Sandy loam ,3296.0,40.0,54.5,Coffee
Sandy loam ,3296.0,40.0,56.6,Coffee
Sandy loam ,3296.0,40.0,55.5,Coffee
Sandy loam ,3550.0,41.0,58.5,Coffee
Sandy loam ,3550.0,41.0,59.5,Coffee
Sandy loam ,3550.0,41.0,55.0,Coffee
Clay,3654.0,42.0,53.0,Coffee
Clay,3654.0,42.0,53.5,Coffee
Clay,3654.0,42.0,52.5,Coffee
Clay,233.0,43.0,56.0,Coffee
Clay,233.0,43.0,57.0,Coffee
Clay,233.0,27.0,57.5,Coffee
Clay,234.0,27.0,57.0,Cardamum
Clay,234.0,27.0,55.0,Cardamum
Clay,234.0,27.0,56.0,Cardamum
Clay,3105.0,27.0,54.0,Cardamum
Clay,3105.0,27.0,58.0,Cardamum
Clay,3105.0,27.2,58.0,Cardamum
Clay,236.0,27.2,59.0,Cardamum
Clay,236.0,27.2,50.0,Cardamum
Clay,2903.1,27.0,54.0,Cardamum
Clay,2903.1,27.0,53.0,Cardamum
Clay,2903.1,27.0,52.0,Cardamum
Clay,2996.6,27.0,51.0,Cardamum
Clay,2996.6,27.0,57.0,Cardamum
Clay,2996.6,27.0,57.0,Cardamum
Clay,3522.8,27.2,60.0,Cardamum
Clay,3522.8,27.2,57.0,Pepper
Clay,3522.8,27.2,57.0,Pepper
Clay,2903.1,27.1,54.0,Pepper
Clay,2903.1,27.1,54.5,Pepper
Clay,2903.1,27.1,56.6,Pepper
Clay,2996.6,26.8,55.5,Pepper
Clay,2996.6,26.8,58.5,Pepper
Clay,2996.6,26.8,59.5,Pepper
Clay,3522.8,37.0,55.0,Pepper
Sandy loam ,3522.8,37.0,53.0,Pepper
Sandy loam ,3522.8,37.0,53.5,Pepper
Sandy loam ,3729.8,38.0,52.5,Pepper
Sandy loam ,3729.8,38.0,56.0,Pepper
Sandy loam ,3729.8,38.0,57.0,Pepper
Sandy loam ,2746.2,39.0,57.5,Pepper
Sandy loam ,2746.2,39.0,57.0,Arecanut
Sandy loam ,2746.2,39.0,55.0,Arecanut
Sandy loam ,3360.0,40.0,56.0,Arecanut
Sandy loam ,3360.0,40.0,54.0,Arecanut
Sandy loam ,3360.0,40.0,58.0,Arecanut
Sandy loam ,3605.4,41.0,58.0,Arecanut
Sandy loam ,3605.4,41.0,59.0,Arecanut
Sandy loam ,3605.4,41.0,50.0,Arecanut
Sandy loam ,3512.4,42.0,54.0,Arecanut
Sandy loam ,3512.4,42.0,53.0,Arecanut
Sandy loam ,3512.4,42.0,52.0,Arecanut
Sandy loam ,3296.0,43.0,51.0,Arecanut
Sandy loam ,3296.0,27.0,57.0,Arecanut
Sandy loam ,3296.0,27.0,57.0,Arecanut
Sandy loam ,3550.0,27.0,60.0,Arecanut
Sandy loam ,3550.0,27.0,57.0,Ginger
Sandy loam ,3550.0,27.0,57.0,Ginger
Sandy loam ,3654.0,27.0,54.0,Ginger
Sandy loam ,3654.0,27.2,54.5,Ginger
Sandy loam ,3654.0,27.2,56.6,Ginger
Sandy loam ,233.0,27.2,55.5,Ginger
Sandy loam ,233.0,27.0,58.5,Ginger
Sandy loam ,233.0,27.0,59.5,Ginger
Sandy loam ,234.0,27.0,55.0,Ginger
Sandy loam ,234.0,27.0,53.0,Ginger
Sandy loam ,234.0,27.0,53.5,Ginger
Sandy loam ,3105.0,27.0,52.5,Ginger
Sandy loam ,3105.0,27.2,56.0,Ginger
Loam,3105.0,27.2,57.0,Ginger
Loam,236.0,27.2,57.5,Ginger
Loam,236.0,27.1,57.0,Tea
Loam,2903.1,27.1,55.0,Tea
Loam,2903.1,27.1,56.0,Tea
Loam,2903.1,26.8,54.0,Tea
Loam,2996.6,26.8,58.0,Tea
Loam,2996.6,26.8,58.0,Tea
Loam,2996.6,37.0,59.0,Tea
Loam,3522.8,37.0,50.0,Tea
Loam,3522.8,37.0,54.0,Tea
Loam,3522.8,38.0,53.0,Tea
Loam,2903.1,38.0,52.0,Tea
Loam,2903.1,38.0,51.0,Tea
Loam,2903.1,39.0,57.0,Tea
Loam,2996.6,39.0,57.0,Tea
Loam,2996.6,39.0,60.0,Tea
Loam,2996.6,40.0,57.0,Paddy
Loam,3522.8,40.0,57.0,Paddy
Loam,3522.8,40.0,54.0,Paddy
Loam,3522.8,41.0,54.5,Paddy
Loam,3729.8,41.0,56.6,Paddy
Loam,3729.8,41.0,55.5,Paddy
Loam,3729.8,42.0,58.5,Paddy
Loam,2746.2,42.0,59.5,Paddy
